driver,LapTime,Stint,Compound,TyreLife
VER,,1.0,MEDIUM,1.0
VER,,1.0,MEDIUM,2.0
VER,,2.0,MEDIUM,3.0
VER,0 days 00:01:22.259000,2.0,MEDIUM,4.0
VER,,2.0,MEDIUM,5.0
VER,0 days 00:01:22.244000,2.0,MEDIUM,6.0
VER,0 days 00:01:37.451000,2.0,MEDIUM,7.0
VER,,3.0,SOFT,1.0
VER,0 days 00:01:21.631000,3.0,SOFT,2.0
VER,,3.0,SOFT,3.0
VER,,4.0,MEDIUM,8.0
VER,0 days 00:01:25.807000,4.0,MEDIUM,9.0
VER,0 days 00:01:25.733000,4.0,MEDIUM,10.0
VER,0 days 00:01:25.286000,4.0,MEDIUM,11.0
VER,,4.0,MEDIUM,12.0
VER,,5.0,MEDIUM,13.0
VER,0 days 00:01:25.337000,5.0,MEDIUM,14.0
VER,0 days 00:01:26.075000,5.0,MEDIUM,15.0
VER,0 days 00:02:05.567000,5.0,MEDIUM,16.0
VER,,5.0,MEDIUM,17.0
SAR,,1.0,SOFT,1.0
SAR,,1.0,SOFT,2.0
SAR,,2.0,SOFT,3.0
SAR,0 days 00:01:23.154000,2.0,SOFT,4.0
SAR,0 days 00:01:38.013000,2.0,SOFT,5.0
SAR,,3.0,MEDIUM,1.0
SAR,0 days 00:01:22.755000,3.0,MEDIUM,2.0
SAR,,3.0,MEDIUM,3.0
SAR,0 days 00:01:46.896000,3.0,MEDIUM,4.0
SAR,0 days 00:01:23.094000,3.0,MEDIUM,5.0
SAR,0 days 00:01:40.059000,3.0,MEDIUM,6.0
SAR,,4.0,SOFT,6.0
SAR,0 days 00:01:31.410000,4.0,SOFT,7.0
SAR,0 days 00:02:05.161000,5.0,MEDIUM,7.0
SAR,0 days 00:01:26.720000,5.0,MEDIUM,8.0
SAR,0 days 00:01:26.645000,5.0,MEDIUM,9.0
SAR,0 days 00:01:26.747000,5.0,MEDIUM,10.0
SAR,0 days 00:01:29.995000,5.0,MEDIUM,11.0
SAR,,5.0,MEDIUM,12.0
SAR,,6.0,MEDIUM,13.0
SAR,0 days 00:01:26.839000,6.0,MEDIUM,14.0
SAR,0 days 00:01:26.936000,6.0,MEDIUM,15.0
SAR,0 days 00:02:17.291000,6.0,MEDIUM,16.0
SAR,0 days 00:02:16.443000,6.0,MEDIUM,17.0
NOR,,1.0,MEDIUM,3.0
NOR,,1.0,MEDIUM,4.0
NOR,,2.0,MEDIUM,5.0
NOR,0 days 00:01:23.184000,2.0,MEDIUM,6.0
NOR,,2.0,MEDIUM,7.0
NOR,0 days 00:01:22.844000,2.0,MEDIUM,8.0
NOR,,2.0,MEDIUM,9.0
NOR,0 days 00:01:22.873000,2.0,MEDIUM,10.0
NOR,0 days 00:01:38.733000,2.0,MEDIUM,11.0
NOR,,3.0,SOFT,1.0
NOR,0 days 00:01:21.374000,3.0,SOFT,2.0
NOR,0 days 00:02:08.487000,3.0,SOFT,3.0
NOR,,4.0,MEDIUM,12.0
